Country,ISO Code,Data source category,Reference date (dd/mm/yyyy),year,Average household size (number of members),Households by size 1 member,"
Households by size 2-3 members",Households by size 4-5 members,Households by size 6 or more members,Average number of household members of selected ages Under age 15 years among all households,One-person,Couple only,Couple with children,Single parent with children,Single mother with children,Single father with children,Extended family,Non-relatives,Unknown,Nuclear,Multi-generation,Three generation,Skip generation
State of Palestine,275,IPUMS,7-Jan-1997,1997,6.36,3.51,17.1,22.17,57.23,2.99,3.51,6.8,61.96,4.51,3.95,0.56,22.82,0.41,0.0,73.27,33.74,13.51,0.17
State of Palestine,275,DYB,7-Jan-2007,2007,5.89,3.53,18.72,24.41,53.33,NA,3.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
State of Palestine,275,IPUMS,7-Jan-2007,2007,5.48,4.37,20.63,26.27,48.74,2.27,4.37,8.08,67.79,5.32,4.75,0.57,12.61,0.18,1.65,81.19,30.94,6.91,0.12
State of Palestine,275,MICS,7-Jan-2010,2010,5.93,3.56,15.59,25.27,55.58,2.42,3.56,5.3,70.66,5.28,4.77,0.52,15.2,0,0.0,81.24,40.14,7.59,0.73
State of Palestine,275,MICS,7-Jan-2014,2014,5.54,3.29,19.78,27.98,48.95,2.18,3.29,7.22,71.98,5.07,4.67,0.41,12.42,0.02,0.0,84.28,36.63,8.08,0.11
State of Palestine,275,DYB,7-Jan-2017,2017,5.06,4.74,23.39,30.63,41.24,NA,4.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
State of Palestine,275,IPUMS,7-Jan-2017,2017,5.07,4.89,23.22,30.44,41.45,1.99,4.89,9.15,69.82,5.31,4.65,0.66,10.65,0.19,0.0,84.28,32.3,6.21,0.14
State of Palestine,275,MICS,7-Jan-2019,2019,5.06,4.31,22.56,31.87,41.26,1.95,4.31,7.87,71.58,5.64,4.81,0.82,10.57,0.03,0.0,85.09,34.42,6.22,0.17
Sudan,729,MICS,7-Jan-2000,2000,5.95,1.74,17.74,28.44,52.08,2.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudan,729,IPUMS,7-Jan-2008,2008,5.59,5.06,20.66,26.8,47.48,2.38,5.06,4.63,41.19,12.8,11.42,1.38,30.76,5.56,0.0,58.63,31.89,11.28,1.65
Sudan,729,MICS,7-Jan-2010,2010,5.72,1.57,20.15,29.11,49.16,2.61,1.57,5.07,53.17,10.61,9.86,0.75,29.05,0.51,0.02,68.85,35.85,15.36,1.65
Sudan,729,MICS,7-Jan-2014,2014,5.89,1.59,18.31,27.85,52.25,2.65,1.59,5.27,58.54,7.72,6.9,0.82,26.55,0.29,0.03,71.54,37.28,14.59,1.33
Suriname,740,MICS,7-Jan-1999,1999,3.97,10.37,34.57,35.03,20.03,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Suriname,740,DYB,7-Jan-2004,2004,3.94,14.97,32.77,31.85,20.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Suriname,740,MICS,7-Jan-2006,2006,3.9,13.29,33.78,33.48,19.45,1.16,13.29,9.46,36.22,10.7,9.46,1.24,28.22,1.88,0.23,56.37,34.89,16.05,2.5
Suriname,740,MICS,7-Jan-2010,2010,3.84,13.11,35.67,32.31,18.91,1.13,13.11,9.9,34.28,12.57,10.92,1.65,28.57,1.04,0.52,56.76,35.91,16.14,2.13
Suriname,740,IPUMS,7-Jan-2012,2012,3.82,16.22,33.95,29.84,19.99,1.06,16.22,8.83,27.81,12.96,10.77,2.19,32.09,1.87,0.22,49.6,33.47,13.56,1.9
Suriname,740,MICS,7-Jan-2018,2018,3.86,13.98,35.85,30.46,19.71,1.07,13.98,10.14,29.93,11.35,9.43,1.92,33.56,1.04,0.0,51.43,41.47,19.75,2.62
Switzerland,756,IPUMS,7-Jan-1970,1970,2.92,19.92,47.64,25.59,6.84,0.7,19.92,21.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Switzerland,756,IPUMS,7-Jan-1980,1980,2.51,29.08,45.51,22.52,2.9,0.49,29.08,22.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Switzerland,756,IPUMS,7-Jan-1990,1990,2.32,32.9,46.26,19.18,1.66,0.4,32.9,25.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Switzerland,756,DYB,7-Jan-2000,2000,2.24,35.98,44.59,17.77,1.66,NA,35.98,26.49,27.5,5.44,NA,NA,NA,NA,4.59,59.43,NA,NA,NA
Switzerland,756,IPUMS,7-Jan-2000,2000,2.21,37.51,43.64,17.23,1.62,0.38,37.51,25.88,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA
Syrian Arab Republic,760,MICS,7-Jan-2006,2006,5.65,2.38,17.7,31.96,47.95,2.12,2.38,6.12,73.92,5.56,4.93,0.63,11.97,0.06,0.0,85.59,41.04,6.77,0.16
Tajikistan,762,MICS,7-Jan-2000,2000,6.97,1.13,7.69,25.24,65.94,2.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tajikistan,762,MICS,7-Jan-2005,2005,6.24,3.25,10.46,27.92,58.38,2.36,3.25,2.2,50.06,5.77,5.32,0.45,38.64,0.08,0.0,58.03,51.25,32.3,0.68
Tajikistan,762,DHS,16/08/2012,2012,6.27,2.96,12.06,29.22,55.76,2.26,2.96,1.95,39.69,5.5,4.59,0.91,49.44,0.39,0.07,47.15,57.42,39.58,0.89
Tajikistan,762,DHS,24/09/2017,2017,5.99,2.88,15.1,29.85,52.18,2.14,2.88,2.99,34.46,6.4,5.72,0.68,53.01,0.26,0.0,43.85,60.34,44.55,1.11
TFYR Macedonia,807,MICS,7-Jan-2005,2005,4.99,0.69,13.85,56.47,28.98,0.83,0.69,2.94,63.41,3.56,3.01,0.55,29.35,0.05,0.0,69.91,66.16,25.04,0.01
TFYR Macedonia,807,MICS,7-Jan-2011,2011,3.67,9.65,38.92,35.91,15.51,0.64,9.65,16.36,39.07,5.41,4.12,1.29,28.63,0.53,0.4,60.83,51.76,23.81,0.4
TFYR Macedonia,807,MICS,7-Jan-2018,2018,3.45,11.85,42.72,31.94,13.5,0.6,11.85,18.02,32.54,7.01,5.27,1.74,30.01,0.58,0.0,57.56,51.47,23.08,0.69
Thailand,764,IPUMS,7-Jan-1970,1970,5.71,3.12,18.03,28.63,50.23,2.61,3.12,4.01,51.38,6.69,5.3,1.39,30.56,4.23,0.0,62.08,30.92,14.84,0.62
Thailand,764,IPUMS,7-Jan-1980,1980,5.13,3.84,22.07,34.33,39.76,1.96,3.84,4.74,50.75,6.58,5.16,1.42,29.48,4.61,0.0,62.07,36.29,18.48,1.02
Thailand,764,IPUMS,7-Jan-1990,1990,4.29,5,30.72,42.09,22.19,1.25,5,6.69,48.19,6.91,5.43,1.48,29.72,3.49,0.0,61.79,37.67,17.99,1.16
Thailand,764,IPUMS,7-Jan-2000,2000,3.69,8.7,38.2,41.67,11.43,0.89,8.7,9.38,41.66,7.64,5.88,1.76,30.72,1.91,0.0,58.67,NA,NA,NA
Thailand,764,MICS,7-Jan-2005,2005,3.45,10.6,44.39,33.95,11.07,0.86,10.6,13.58,30.4,6.88,5.48,1.39,36.52,1.98,0.04,50.86,34.02,20.08,6.32
Thailand,764,DYB,7-Jan-2010,2010,NA,18.36,44.71,28.16,8.77,NA,18.36,13.56,25.59,8.18,NA,NA,NA,NA,34.3,47.34,NA,NA,NA
Thailand,764,MICS,7-Jan-2012,2012,3.28,12.86,47.14,30.54,9.45,0.71,12.86,14.93,25.88,6.72,5.25,1.48,38.43,1.11,0.05,47.54,36.67,20.78,7.85
Thailand,764,MICS,7-Jan-2015,2015,3.21,13.56,49.18,27.89,9.37,0.63,13.56,16.11,24.85,7.09,5.55,1.54,36.96,1.44,0.0,48.04,37.7,19.46,6.68
Thailand,764,MICS,7-Jan-2019,2019,2.84,21.59,48.62,23.39,6.41,0.5,21.59,18.65,20.09,7.1,5.37,1.74,31.84,0.72,0.0,45.85,34.43,16.76,6.72
Timor-Leste,626,DYB,7-Jan-2004,2004,4.71,7.3,28.46,29.46,34.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Timor-Leste,626,DHS,11-Jun-2009,2009,5.84,3.13,16.09,27.81,52.97,2.62,3.13,2.97,47.41,6.43,4.69,1.74,39.61,0.41,0.04,56.8,37.59,20.49,2.96
Timor-Leste,626,DHS,11-Mar-2016,2016,5.27,6.41,20.61,29.59,43.4,2.14,6.41,4.42,44.6,8.22,5.49,2.72,35.46,0.85,0.05,57.23,36.88,20.33,3.15
Togo,768,IPUMS,7-Jan-1960,1960,6.3,16.32,22.78,19.43,41.48,2.86,16.32,4.45,10.62,4.98,3.73,1.24,29.33,34.31,0.0,20.05,NA,NA,NA
Togo,768,IPUMS,7-Jan-1970,1970,5.8,10.54,22.45,23.74,43.27,2.84,10.54,4.7,23.52,7.62,5.73,1.89,NA,NA,NA,35.85,19.63,12.1,0
Togo,768,DHS,29/03/1998,1998,5.39,12.48,22.63,24.18,40.71,2.55,12.48,2.85,24.53,9.9,7.11,2.79,45.54,4.68,0.03,37.27,26.07,17.12,3.96
Togo,768,MICS,7-Jan-2000,2000,5.03,14.66,22.48,24.71,38.15,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Togo,768,MICS,7-Jan-2006,2006,4.7,12.82,26.02,28.37,32.79,1.98,12.82,3.51,30.59,10.47,7.85,2.63,39.37,3.24,0.0,44.58,26.42,14.64,3.54
Togo,768,IPUMS,7-Jan-2010,2010,4.75,14.76,26.25,26.28,32.71,2,14.76,3.5,10.29,3.4,2.62,0.77,60.71,7.35,0.0,17.19,13.95,5.59,3.89
Togo,768,MICS,7-Jan-2010,2010,4.79,12.56,23.62,29.55,34.28,2.11,12.56,3.22,29.65,9.17,7.11,2.05,41.06,4.27,0.07,42.04,23.64,14.76,3.75
Togo,768,DHS,28/01/2014,2014,4.55,15.65,26.22,27.69,30.45,2.07,15.65,3.17,28.67,11.18,9.18,2,37.47,3.85,0.0,43.02,23.04,14.17,4.33
Togo,768,MICS,7-Jan-2017,2017,4.35,15.66,26.39,29.95,28.01,1.89,15.66,3.79,33.46,11.8,9.87,1.94,32.6,2.68,0.0,49.06,22.9,13.04,4.41
Tokelau,772,DYB,7-Jan-2011,2011,5.24,8.13,24.8,23.17,43.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tonga,776,MICS,7-Jan-2019,2019,5.3,6.94,21.29,29.98,41.79,1.83,6.94,5.62,32.67,6.99,4.86,2.13,45.31,2.47,0.0,45.28,46.53,28.74,3.43
Trinidad and Tobago,780,IPUMS,7-Jan-1970,1970,4.75,14.37,26.67,23.35,35.61,1.94,14.37,8.04,31.93,9.34,7.18,2.15,29.36,5.87,1.09,49.32,NA,NA,NA
Trinidad and Tobago,780,IPUMS,7-Jan-1980,1980,4.43,14.02,27.74,28.18,30.06,1.52,14.02,8.27,37.16,8.74,7.04,1.7,27.38,4.07,0.36,54.16,NA,NA,NA
Trinidad and Tobago,780,IPUMS,7-Jan-1990,1990,4.11,13.72,29.2,33.19,23.88,1.39,13.72,7.33,38.72,11.29,9.1,2.19,25.79,2.9,0.26,57.34,NA,NA,NA
Trinidad and Tobago,780,IPUMS,7-Jan-2000,2000,3.67,15.19,35.64,32.85,16.33,0.93,15.19,8.79,36.14,12.72,9.91,2.81,24.38,2.39,0.38,57.66,NA,NA,NA
Trinidad and Tobago,780,MICS,7-Jan-2000,2000,3.76,14.57,34.18,34.13,17.12,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trinidad and Tobago,780,MICS,7-Jan-2006,2006,3.36,18.08,38.85,30.97,12.09,0.71,18.08,10.51,32.18,13.31,10.34,2.98,23.63,1.37,0.91,56.01,39.8,13.75,1.93
Trinidad and Tobago,780,DYB,7-Jan-2011,2011,NA,19.11,39.56,41.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trinidad and Tobago,780,IPUMS,7-Jan-2011,2011,3.29,19.21,39.79,29.36,11.64,0.67,19.21,10.35,30.05,13.14,10.02,3.12,24.88,2.36,0.0,53.55,38.13,12.61,1.86
Trinidad and Tobago,780,MICS,7-Jan-2011,2011,3.21,19.22,41.2,29.02,10.57,0.65,19.22,11.36,29.15,13.93,10.97,2.96,24.87,1.34,0.14,54.44,40.74,14.44,2.15
Tunisia,788,MICS,7-Jan-2011,2011,4.16,5.03,31.6,42.96,20.41,0.96,5.03,10.01,62.28,8.75,8.06,0.69,12.8,0.98,0.17,81.03,46.14,7.42,0.31
Tunisia,788,MICS,7-Jan-2018,2018,3.89,6.27,34.09,44.77,14.87,0.96,6.27,11.15,60.77,8.52,7.73,0.79,12.61,0.66,0.01,80.44,43.03,7.83,0.26
Türkiye,792,IPUMS,7-Jan-1985,1985,4.58,15.79,21.74,30.62,31.84,1.75,15.79,7.06,40.82,3.64,2.22,1.42,19.37,12.89,0.42,51.52,29.11,15.52,0.57
Türkiye,792,IPUMS,7-Jan-1990,1990,4.56,11.93,24.88,33.36,29.83,1.63,11.93,8.2,43.41,3.87,2.54,1.34,19.09,13.3,0.19,55.48,29.84,15.14,0.59
Türkiye,792,DHS,20/09/1993,1993,4.57,4.62,29.88,38.27,27.23,1.48,4.62,11.56,54.54,4.32,3.74,0.57,24.51,0.46,0.0,70.41,37.5,16.87,0.71
Türkiye,792,DHS,22/09/1998,1998,4.35,5.28,33.73,37.18,23.81,1.33,5.28,13.42,54.13,4.12,3.76,0.35,22.11,0.95,0.0,71.66,35.14,15.2,0.43
Türkiye,792,DYB,7-Jan-2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Türkiye,792,IPUMS,7-Jan-2000,2000,4.33,6.14,34.04,36.61,23.2,1.33,6.14,11.71,47.41,5.04,3.64,1.39,NA,NA,NA,64.16,32.01,13.75,0.69
Türkiye,792,DHS,21/02/2004,2004,4.07,6.37,36.23,39.03,18.36,1.16,6.37,13.33,55.08,4.59,4.07,0.52,19.46,1.16,0.01,73,35.34,12.84,0.66
Turkmenistan,795,MICS,7-Jan-2006,2006,5.03,5.52,18.7,38.52,37.26,1.55,5.52,3.25,47.4,9.93,8.27,1.65,32.86,0.05,1.01,60.57,51.11,27.17,0.52
Turkmenistan,795,MICS,7-Jan-2015,2015,5.1,4.96,19.62,38.41,37.02,1.59,4.96,3.48,41.58,7.61,6.43,1.18,42.33,0.04,0.01,52.66,56.06,34.89,0.65
Turkmenistan,795,MICS,7-Jan-2019,2019,5.22,3.74,18.62,37.54,40.1,1.74,3.74,3.18,36.94,7.56,6.06,1.5,48.33,0.24,0.0,47.68,61.43,40.23,0.95
Turks and Caicos Islands,796,MICS,7-Jan-2019,2019,2.37,33.59,46.61,16.78,3.02,0.51,33.59,14.35,20.43,13.78,11.8,1.98,12.95,4.9,0.0,48.56,14.91,5.07,0.76
Tuvalu,798,MICS,7-Jan-2019,2019,6.05,6.92,19.55,23.87,49.66,1.94,6.92,4.61,15.03,4.33,2.76,1.57,60.69,8.43,0.0,23.97,56.17,42.61,4.36
Uganda,800,DHS,15/01/2019,2019,4.87,13.17,21.96,26.57,38.3,2.45,13.17,4.16,34.64,11.35,9.04,2.31,33.83,2.85,0.0,50.15,19.16,15.81,6.81
Ukraine,804,MICS,7-Jan-2012,2012,2.53,24.96,53.13,19.01,2.9,0.37,24.96,21.09,23.74,10,8.98,1.03,19.45,0.7,0.06,54.84,32.24,12.16,1.65
United Kingdom,826,DYB,7-Jan-2011,2011,2.35,30.58,49.67,17.5,2.24,NA,30.58,25.56,25.21,10.69,NA,NA,NA,NA,7.97,61.45,NA,NA,NA
United Republic of Tanzania,834,DHS,17/11/2015,2015,4.85,9.63,25.77,29.99,34.6,2.21,9.63,5.62,35.4,7.3,6.12,1.18,31.04,11,0.0,48.33,22.64,17.68,5.83
United States of America,840,IPUMS,7-Jan-2015,2015,2.49,27.89,49.49,18.81,3.81,0.49,27.89,24.79,23.82,9.13,7.39,1.73,9.02,5.36,0.0,57.73,15.7,3.91,1.01
Uruguay,858,MICS,7-Jan-2012,2012,3.02,17.56,47.71,27.2,7.54,0.73,17.56,19.05,33.46,9.48,8.09,1.39,18.16,2.15,0.14,61.99,26.77,9.54,1.12
Uzbekistan,860,MICS,7-Jan-2006,2006,5.22,4.78,15.92,38.14,41.17,1.65,4.78,3.41,49.92,5.74,5.16,0.58,35.94,0.21,0.0,59.07,49.86,29.39,0.54
Vanuatu,548,MICS,7-Jan-2007,2007,5.08,3.01,22.95,36.15,37.89,2.04,3.01,6.33,56.38,3.55,2.67,0.88,29.82,0.74,0.17,66.26,28.16,16.83,2.95
Venezuela (Bolivarian Republic of),862,IPUMS,7-Jan-2001,2001,4.33,7.56,29.11,36.87,26.46,1.44,7.56,5.51,39.6,10.49,9.18,1.31,32.23,4.61,0.0,55.6,35.5,18.01,1.7
Viet Nam,704,MICS,7-Jan-2020,2020,3.44,10.52,41.58,37.51,10.38,0.94,10.52,14.12,37.74,7.25,5.97,1.28,29.39,0.96,0.01,59.11,34.6,21.15,2.84
Yemen,887,DHS,25/10/2013,2013,6.67,1.87,14.68,23.66,59.79,2.82,1.87,5.33,56.09,4.29,3.61,0.68,32.25,0.17,0.0,65.71,44.24,22.31,0.38
Zambia,894,DHS,8-Jan-2018,2018,5,7.97,22.79,30.69,38.55,2.37,7.97,3.42,35.59,9.64,8.58,1.06,41.06,2.32,0.0,48.65,21.76,16.75,5.45
Zimbabwe,716,MICS,7-Jan-2019,2019,4.02,12.86,30.57,34.4,22.17,1.7,12.86,4.53,27.24,13.03,11.74,1.29,37.03,5.3,0.00,44.81,19.85,15.07,7.78
